,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135
A.3_DikeIncrease 2,9.0,0.0,9.0,1.0,0.0,2.0,2.0,5.0,0.0,0.0,1.0,1.0,10.0,0.0,5.0,2.0,4.0,6.0,1.0,3.0,7.0,0.0,1.0,0.0,3.0,6.0,0.0,9.0,4.0,4.0,3.0,0.0,0.0,9.0,2.0,5.0,3.0,0.0,6.0,4.0,2.0,1.0,5.0,0.0,5.0,1.0,0.0,2.0,0.0,1.0,3.0,6.0,2.0,3.0,0.0,0.0,0.0,7.0,3.0,7.0,6.0,6.0,2.0,3.0,0.0,3.0,5.0,2.0,3.0,6.0,1.0,3.0,3.0,1.0,0.0,6.0,0.0,6.0,5.0,1.0,0.0,0.0,5.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,6.0,1.0,4.0,3.0,3.0,2.0,0.0,5.0,3.0,2.0,3.0,0.0,0.0,0.0,2.0,5.0,1.0,2.0,0.0,1.0,2.0,6.0,6.0,2.0,2.0,2.0,5.0,7.0,3.0,3.0,4.0,0.0,6.0,1.0,2.0,3.0,0.0,6.0,2.0,2.0,7.0,2.0
A.4_DikeIncrease 0,7.0,0.0,4.0,5.0,4.0,10.0,2.0,6.0,5.0,0.0,0.0,5.0,1.0,2.0,5.0,5.0,0.0,5.0,3.0,5.0,1.0,1.0,4.0,6.0,0.0,9.0,0.0,4.0,6.0,6.0,2.0,2.0,6.0,1.0,5.0,4.0,5.0,10.0,5.0,1.0,7.0,2.0,3.0,4.0,4.0,0.0,5.0,10.0,0.0,2.0,1.0,4.0,10.0,2.0,7.0,0.0,4.0,10.0,0.0,6.0,0.0,7.0,5.0,5.0,0.0,0.0,0.0,0.0,7.0,5.0,4.0,0.0,1.0,5.0,7.0,1.0,7.0,2.0,2.0,0.0,0.0,5.0,5.0,0.0,4.0,4.0,2.0,3.0,7.0,1.0,4.0,1.0,5.0,4.0,6.0,1.0,0.0,0.0,0.0,0.0,6.0,2.0,8.0,0.0,5.0,0.0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,5.0,6.0,2.0,4.0,5.0,4.0,6.0,1.0,4.0,5.0,1.0,5.0,7.0,5.0,3.0,4.0,5.0,7.0,5.0,1.0,2.0,0.0,7.0
A.4_DikeIncrease 1,0.0,3.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,5.0,4.0,1.0,2.0,4.0,4.0,2.0,2.0,1.0,0.0,3.0,1.0,0.0,9.0,1.0,3.0,7.0,1.0,6.0,7.0,4.0,1.0,9.0,0.0,2.0,0.0,0.0,5.0,4.0,3.0,4.0,6.0,1.0,0.0,5.0,1.0,6.0,1.0,1.0,4.0,1.0,5.0,1.0,0.0,0.0,2.0,0.0,6.0,4.0,6.0,1.0,5.0,0.0,1.0,3.0,5.0,1.0,8.0,4.0,1.0,2.0,3.0,6.0,4.0,1.0,1.0,0.0,7.0,0.0,6.0,0.0,1.0,7.0,3.0,3.0,0.0,4.0,1.0,5.0,5.0,5.0,0.0,4.0,6.0,2.0,1.0,7.0,3.0,4.0,3.0,1.0,4.0,0.0,7.0,1.0,0.0,6.0,4.0,7.0,1.0,7.0,6.0,1.0,0.0,1.0,6.0,7.0,3.0,0.0,4.0,6.0,2.0,0.0,0.0,2.0,7.0,2.0,4.0,1.0,2.0,1.0,2.0,7.0,7.0
A.4_DikeIncrease 2,0.0,1.0,1.0,0.0,0.0,3.0,0.0,4.0,1.0,1.0,5.0,1.0,5.0,5.0,3.0,0.0,5.0,4.0,0.0,0.0,0.0,7.0,4.0,1.0,6.0,3.0,0.0,0.0,2.0,4.0,5.0,0.0,5.0,0.0,2.0,1.0,6.0,8.0,0.0,7.0,5.0,0.0,6.0,7.0,2.0,6.0,1.0,0.0,4.0,0.0,0.0,1.0,2.0,3.0,7.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0,3.0,7.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,5.0,0.0,4.0,6.0,1.0,0.0,3.0,3.0,7.0,1.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,4.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,5.0,4.0,6.0,5.0,1.0,5.0,0.0,1.0,1.0,4.0,5.0,0.0,4.0,2.0,6.0,4.0,4.0,4.0,1.0,7.0,7.0,6.0,4.0,0.0,4.0,6.0,4.0,6.0,2.0,4.0,0.0,1.0,4.0,5.0
A.5_DikeIncrease 0,5.0,5.0,3.0,1.0,4.0,7.0,2.0,3.0,3.0,5.0,8.0,3.0,6.0,6.0,0.0,2.0,3.0,2.0,2.0,4.0,6.0,1.0,3.0,5.0,1.0,6.0,6.0,2.0,5.0,0.0,6.0,6.0,6.0,1.0,5.0,5.0,2.0,0.0,5.0,1.0,4.0,2.0,6.0,5.0,4.0,7.0,4.0,0.0,5.0,2.0,2.0,5.0,4.0,5.0,4.0,7.0,0.0,0.0,1.0,4.0,2.0,6.0,5.0,3.0,1.0,6.0,2.0,1.0,1.0,2.0,5.0,1.0,6.0,6.0,4.0,1.0,4.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,0.0,0.0,2.0,10.0,3.0,4.0,0.0,2.0,6.0,0.0,1.0,5.0,3.0,1.0,1.0,3.0,0.0,5.0,4.0,5.0,3.0,3.0,2.0,4.0,1.0,6.0,1.0,5.0,3.0,5.0,4.0,2.0,6.0,0.0,0.0,5.0,2.0,6.0,0.0,7.0,6.0,0.0,0.0,2.0,3.0,0.0,4.0,6.0,5.0,1.0,3.0,1.0
A.5_DikeIncrease 1,2.0,5.0,8.0,0.0,9.0,0.0,5.0,0.0,1.0,7.0,0.0,0.0,5.0,4.0,0.0,5.0,1.0,0.0,6.0,10.0,6.0,5.0,4.0,0.0,0.0,6.0,0.0,0.0,5.0,7.0,9.0,6.0,5.0,8.0,1.0,1.0,2.0,2.0,6.0,0.0,0.0,1.0,0.0,6.0,7.0,5.0,6.0,0.0,5.0,1.0,6.0,2.0,7.0,5.0,10.0,7.0,2.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,2.0,0.0,2.0,1.0,6.0,3.0,1.0,0.0,3.0,0.0,6.0,3.0,6.0,6.0,5.0,1.0,2.0,2.0,2.0,1.0,2.0,6.0,6.0,3.0,6.0,2.0,7.0,5.0,7.0,0.0,6.0,3.0,0.0,1.0,0.0,1.0,5.0,3.0,3.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,6.0,2.0,0.0,7.0,0.0,0.0,2.0,0.0,3.0,2.0,4.0,1.0,7.0,4.0,0.0,5.0,9.0,2.0,2.0
A.5_DikeIncrease 2,2.0,1.0,0.0,4.0,0.0,4.0,3.0,0.0,3.0,6.0,3.0,4.0,0.0,6.0,0.0,3.0,3.0,1.0,3.0,0.0,4.0,7.0,0.0,5.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,0.0,3.0,3.0,4.0,0.0,3.0,2.0,3.0,3.0,2.0,0.0,3.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,2.0,3.0,3.0,3.0,7.0,0.0,3.0,3.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,4.0,0.0,7.0,0.0,2.0,0.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,5.0,0.0,3.0,4.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
A.1_Expected Number of Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A.2_Expected Number of Deaths,0.015762351389764243,0.02020490793094349,0.0013433037481194658,0.0,0.0,0.0015319105949098786,0.0,0.004682265995423906,0.002399938417295561,0.03734916625241524,0.00034862532268790534,0.0,0.004487706357801431,0.0,0.0015319105949098786,0.00021130506888922566,0.003436722091114855,0.013626761425823147,0.0,0.0,3.755854534872399e-05,0.0007143007541613564,0.0010014538114967554,0.004834642840936849,0.0015564927064753106,0.00039619700416729817,0.0006420544704264306,0.061036803705465006,0.028911462880314782,0.00432422975525977,0.0,0.00027328899396128893,0.04333656881383689,0.00035914644304234724,0.0003468718026288321,0.02216679823806419,0.0,0.002312478684192214,0.0,0.07752979844932631,0.0019338625750982164,0.00807710039544151,0.0052397144448456485,0.0026363557676062173,0.007348773022037825,0.0028995855697322957,0.0,0.01637777398728271,0.0006122501188159808,0.0007105618313311095,0.0,0.028911462880314782,0.004595731784729636,0.0,0.005102084323466507,0.0002760946260558066,0.0,0.000516237239249791,0.008869923152386248,0.0006420544704264306,0.0,0.0154676526689314,0.003656664782316312,0.03493142963230433,0.0022438531789007155,0.00034862532268790534,0.001796126728764706,0.0,0.0,0.008775995477559148,0.0007112788058484002,0.0006355703131548148,0.013332865506919266,0.008254959863405095,0.001926163411279292,0.0856252106543729,0.000985895799037303,0.014617816187301201,0.000996267807343604,0.016117050528567864,0.015140707062305222,0.000633915206667677,0.0008198669818838668,0.00036265348316049436,0.013818082079166231,0.0,0.00030992063104308914,0.0,0.0,0.00035293372789242487,0.0029253318258530493,0.024650913265144948,0.0025858543899048994,0.005801587725294649,0.01530625297039952,0.00026413133611153213,0.00546139835881335,0.03833785204692925,0.000648538627698046,0.00031298787790603333,0.00011267563604617199,0.0005084562505238518,0.0016791296851493328,0.0025015939804890917,0.0,0.004671003061789002,0.0,0.0006762084046669282,4.694818168590501e-05,0.0072530696632098855,0.005371840486383934,0.0003468718026288321,0.005429806243453247,0.0006420544704264306,0.008956146273858104,0.0,0.015167268960959032,0.0028471336853918353,0.0042421395916430165,0.0003416112424516112,0.0030043614344902668,0.0048466917543880834,0.0012859653338361155,0.013102219189826163,0.07757345001454202,0.0007516899824638187,0.0003468718026288321,0.006070664880077678,0.0015253687515715555,0.000633915206667677,0.009202468737505659,0.00039619700416729817,0.0068159601941319495,0.0006122501188159808,0.0014485351334231986,0.0016011329931756595
A.3_Expected Number of Deaths,0.0,0.0,0.16424434276798344,0.0,0.0,0.0,0.0,0.01131267363391014,0.0,0.0,0.0,0.0,0.005017301171405423,0.0031757781742805446,0.0,0.005171486303376313,0.0,0.0006152737777746181,0.0,0.0,0.0,0.0,0.0034402816605297393,0.0,0.005620993437578225,0.0,0.015525305161576283,0.0,0.0042371858328641085,0.0,0.0014974546766458193,0.0,0.0,0.05934074746732973,0.004224208572164285,0.011183978311000676,0.0,0.0400785075134454,0.0,0.0,0.013693186254252677,0.0,0.0,0.0,0.0,0.0,0.0,0.046280504820374796,0.0,0.0,0.0,0.0,0.0,0.0,0.024529544812038718,0.00012501194404083307,0.0,0.027265735106394996,0.0,0.061439481446247536,0.008873919579685115,0.0,0.0,0.0,0.0,0.0021308597893999717,0.0,0.19996588654833894,0.01442826270484034,0.0,0.0,0.037645709035638956,0.0,0.0,0.05780700235537558,0.0,0.007568545270307802,0.0,0.0,0.0,0.0,0.005346419437972195,0.0,0.00046920662196581447,0.0,0.0,0.0,0.0009578077663504755,0.004973800449569895,0.0,0.0007876084099495712,0.0,0.002978123496710747,0.2498800500013435,0.0,0.07911230116168026,0.0,0.0,0.0,0.0,0.0,0.0009622049801338034,0.059122088314820145,0.00016160729552710482,0.009668799161069875,0.0,0.008188787759344875,0.0,0.0416109870709444,0.0,0.0,0.004077736015660239,0.0,0.009139425612671727,0.0,0.001115375614265651,0.0,0.0007270831719293833,0.0,0.0,0.0,0.0,0.0005150584909831094,0.0,0.0,0.0,0.03291578731453369,0.0,0.0,0.010296737158840105,0.0,0.11447491329795184,0.0,0.0,0.004696853752532561,0.0
A.4_Expected Number of Deaths,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.116792017809558e-05,4.268484827165037e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.1221817925980434e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.268484827165037e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.1342424135825185e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.675188026714338e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.775196575635301e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A.5_Expected Number of Deaths,0.0,0.0,0.0,0.007406436686027296,0.0,0.0,0.0005260936149577796,9.356568693729244e-05,0.0,0.0,0.0,0.00018713137387458488,0.0,0.0,0.005875347453697798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04126851413311556,0.0,0.0,0.004910658711524951,0.0,0.0004456375777935808,0.0,0.0,0.0,0.0,0.0,0.0,0.0006576170186972246,0.0,0.0,0.0,0.0,9.356568693729244e-05,0.0,0.0,0.0,0.0,0.0,0.003286320343603712,0.0,0.0015383109013074262,0.0005260936149577796,0.0,0.0,0.0,0.0,0.0,0.009465449669522247,0.00041904775671312985,0.009899361435568172,0.00011139726423363094,0.0,0.0,0.0,0.0006237712462486162,0.01690644082624659,0.0,0.0,0.0,0.0,0.0,0.0,7.8981788031518e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011524541553930164,0.008615319562443213,0.0,0.007887168824648908,0.0,0.0,0.0006347724606608107,0.0038854403602341337,0.0,0.0,0.0,0.0,0.002915814146497811,0.0,0.0,0.00873535221873358,0.007698212036317856,0.0,0.018891662581952847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013202531765980166,0.0,0.0,0.0,0.0,7.8981788031518e-05,0.0,0.0,0.0005246193658250988,0.0,0.0,0.0,0.0012590368734467362,0.0,0.0,0.0,0.0,0.0012271904905610598,0.0,0.011979884402985592,0.0,0.0,0.0,0.0003498976975797373,0.0,0.0023099578239930423
A.1 Total Costs,121162359.81197041,82486364.32617709,78453877.84187987,117299462.54481953,82177854.37813279,37255203.23710208,42291505.65437629,102578836.07266891,188173192.65841717,154311096.58843052,101474517.63440433,85246019.34861892,165682965.44156656,104000676.5449382,95213987.28559849,53972506.18695759,66507014.9338145,134005503.41252983,72222705.9376919,47847947.961454235,112454988.58836943,90462322.17815001,83497824.69174261,138224973.7108429,109448217.91765803,92648501.6727509,112454988.58836943,78453877.84187987,106293784.88118687,102578836.07266891,53972506.18695759,162865091.98914498,82486364.32617709,68139002.95605196,102192937.55533153,115851949.22904456,117657018.40774402,125145187.56891409,144075745.84278923,113429024.97505823,66507014.9338145,92648501.6727509,110573595.57493308,109448217.91765803,42291505.65437629,112429465.54032746,148992572.8637129,53972506.18695759,155038248.26052135,140190343.52228683,83497824.69174261,32694901.094161935,0.0,119252509.8856793,77099991.75787257,119714365.97456834,174327584.92188603,89068254.21950817,125797238.44921103,203903855.00021702,130459909.52246656,98043050.03325048,42291505.65437629,47847947.961454235,125788764.77143934,121068252.05857566,192287243.85379863,109584413.64186119,102578836.07266891,53972506.18695759,32694901.094161935,143356957.13390714,77099991.75787257,66507014.9338145,182478543.38301352,77099991.75787257,102192937.55533153,194778344.05993843,130919728.8845366,98043050.03325048,138379858.76624286,78453877.84187987,177532123.52496576,113829615.07026595,184774060.56351072,109584413.64186119,159512409.85228848,132646089.01706745,224064025.90668523,112429465.54032746,98043050.03325048,109503342.08350585,108385078.12519547,155514698.52491033,160540607.98897105,130919728.8845366,53972506.18695759,153687765.7291555,110573595.57493308,206608704.69342405,177532123.52496576,92648501.6727509,88429031.37443781,108385078.12519547,137587437.176622,131444749.25204396,102192937.55533153,147905392.42524517,112429465.54032746,159994517.04263675,78453877.84187987,131444749.25204396,172304199.80689174,60717312.84309486,113429024.97505823,85246019.34861892,126248398.22442567,121068252.05857566,117657018.40774402,47847947.961454235,121068252.05857566,117680843.07115024,133525995.04972324,66507014.9338145,125788764.77143934,139087453.71415257,148484900.1086324,103162272.08375776,92648501.6727509,77099991.75787257,138168009.3635082,173040321.3867225,154539421.81426284,138379858.76624286,53972506.18695759,88511693.9986257
A.2 Total Costs,172566496.97577423,183855928.7053882,175192406.88352475,296158002.959699,146841946.52894095,154603915.88181356,196159167.786688,217768241.6815157,219130146.8260692,128941819.76014268,184835696.02985796,237392368.97149292,123068729.4239482,300719009.1010506,154603915.88181356,140544191.64198276,203982440.0129613,224815561.08589402,196390341.36850333,207960794.1589621,118644038.28882417,112338891.6873198,303230657.0131654,164017391.75448167,186228339.2384411,69074258.88744748,161454233.47751138,221039347.7410492,214395197.84058413,206749149.08417958,248620832.54172355,179181279.43310717,242942771.37031278,189454923.89709795,216380540.34111312,200131488.5339469,121701716.67461371,204043069.67911357,270346921.93940926,142042014.84209356,178042343.02304208,232090177.36005306,181040799.60105854,74354525.03060898,143872434.20454234,217977852.824581,170379956.6504963,285104564.98624724,124980562.23630065,225567987.0617441,225147866.02085668,214395197.84058413,154603915.88181356,207960794.1589621,124980562.23630065,184827276.84030995,99525397.17141615,196633490.5328638,199516140.93606526,119011376.43151075,231596411.37743592,199386676.28535685,191198431.77350998,217482517.05478644,162804252.62138107,184835696.02985796,185595634.32644963,220080521.5705756,246958623.48055464,218086142.88151538,160651191.42234886,192596795.1774621,245891973.56147587,189086341.60997695,74356381.86866905,185140274.81077126,216568451.89704308,229432280.37511414,143139426.3922055,203384419.50479212,223074323.9645129,114651830.84513299,67426532.55553825,189463343.08664602,237591759.72746366,191944887.81282952,235971028.6163142,215943122.36265725,238321732.97205263,74417281.24786457,197386566.29600003,196997878.94059056,74270813.04040751,78117184.40726,71582730.20619592,120246608.89567515,132736312.5015948,230408162.9410861,186228339.2384411,211140911.38795105,205805165.49566224,225098805.7891727,218672302.0980634,140824651.6634152,194071605.62081167,162797203.94131738,261230277.30912268,109440973.71881619,191455910.81607366,74312669.03550825,206180828.7691012,216380540.34111312,109322027.27837153,236121210.0939681,254451172.82485962,235755473.90597233,199010055.46658272,187365239.4613189,118278216.51183045,187060978.220147,162404242.3168664,155445645.64362118,201230881.39490923,268505592.61570626,225938724.82582283,126897544.73820794,213555543.7514115,114964108.2390492,140528100.16195476,114651830.84513299,188583962.83558065,69074258.88744748,204265406.61442012,187872526.25117236,107174945.42552328,108540764.86573952
A.3 Total Costs,129371996.06731474,66289265.72651896,888930646.5393273,85077442.7104589,70604378.4785609,85609120.14060155,86427363.44892766,119899132.43881978,55021520.85615872,75235313.47008187,145835867.96227884,59903444.52010451,88911022.8684077,31963260.4182308,94284526.09311262,105631212.17371961,112866927.24814442,83382517.25613497,85077442.7104589,115528691.45846008,127930973.9745432,55021520.85615872,90086088.22458306,66629563.55863415,97997570.12563193,107637161.25427823,108206449.81620663,111650604.2826975,77002622.80366158,108814178.00904764,93668484.46269839,44215020.369581826,54082305.45306664,261592583.09136498,64948046.59428273,94661226.96460745,82414037.93418427,66165436.11925938,73946120.41768885,99812354.8048251,92362823.03652889,85077442.7104589,96197621.79801805,70656192.99188861,103998319.23120488,83164347.00555347,31398797.71871161,213533515.5077094,54082305.45306664,107753677.83864129,90178534.847612,99599968.85895519,112999944.14175674,89083682.45103267,57518464.75467398,57001817.82798669,62267437.976033404,184433693.92530993,102644427.34395227,242000691.16212627,121409480.75076158,101344174.45167941,58517988.01954745,92774336.23927921,70656192.99188861,116023404.19981375,112280141.21176554,175000644.01543912,103434461.72996596,103487455.29398324,85077442.7104589,171229267.87413147,84696731.15977037,83982590.31387958,189981086.4960443,126673650.6752804,75724200.65670037,95956663.8169568,102617623.69263883,82249684.10252997,64835987.44502628,62233882.6042792,119537289.95138481,64856721.347930394,93241572.7977978,90178534.847612,55021520.85615872,70914978.93830468,54083904.8778708,59903444.52010451,87415982.45031786,105134708.4018905,65959238.48703542,360778872.303723,99599968.85895519,316581087.5824283,104839363.0891209,110356653.44861886,113787946.48196736,83067397.09386957,55021520.85615872,110265087.66722642,241827189.91113815,94289658.49161728,84597173.55963412,68945584.72862397,80898211.25296965,58517988.01954745,190039284.3524009,97583078.29857512,99980606.98782463,84883820.43801339,73351466.17382371,99394975.04415391,90027248.5440164,92267683.61166075,116802420.6988585,76357289.06203543,83067397.09386957,93885368.52488117,112910645.1005051,98317332.67520222,60618297.12856607,93744082.8211057,104839363.0891209,58517988.01954745,156437388.4380575,91311506.57453342,90996995.1258429,91543531.35747151,52967973.44432734,504049705.35029393,74939991.39165352,82128181.6907775,96541160.30328977,83067397.09386957
A.4 Total Costs,14261651.781499248,15444563.06553661,25814602.496021114,21068617.1353041,18081997.288140487,41462677.58134803,15173808.632728375,32585053.787652515,18545877.781152677,6444780.612864897,11589307.269185888,27738992.754302613,31308878.06170146,31242259.05973556,28887426.50547571,19742157.81013341,22356212.824753046,35656164.947120816,16563094.679399516,19742157.81013341,12857587.774250694,21069784.935395602,31630618.60460236,28315898.150827937,12932653.585951509,58172103.71656732,6320800.309666242,19364628.02360858,41381773.35645638,32585053.787652515,35275723.0625422,22585050.269750636,39936122.47920863,12857587.774250694,44268047.66288383,16925244.491970196,35666063.36272972,42926174.28793106,11068771.68625446,35214915.27899364,42545877.69872474,16373078.863592021,35100736.5165644,44049104.6165781,25598630.615849145,12586457.998778107,33007369.490179755,29229280.98454815,24447158.301910475,14092235.304915495,12857587.774250694,29055140.81460571,39839942.202384874,29865163.41970277,40918338.305804,9695195.36216505,9695195.36216505,30644404.427416287,692391.1743468046,40635631.443198405,16925244.491970196,30185557.33409556,32086954.447517462,35991610.23132749,14261651.781499248,13031927.770008719,8453407.696608048,11068771.68625446,31851732.358506463,30124599.05843404,20785047.17797311,13903423.98391871,26146098.773606602,21068617.1353041,45191261.99167799,31236270.758100286,30528580.36230105,14092235.304915495,16373078.863592021,24956580.074387155,14261651.781499248,35104935.44747798,11068771.68625446,6383235.321360674,46647219.34132797,19364628.02360858,16373078.863592021,15444563.06553661,26527642.362493023,19617742.85964441,33794538.7241683,25500406.6032173,33007369.490179755,20785047.17797311,42059880.16374436,19337348.34775413,14092235.304915495,12857587.774250694,14566208.986672651,8453407.696608048,24447158.301910475,25046464.98747097,39356191.46334008,20785047.17797311,25957753.651390065,28265438.623856276,26278482.989033304,19170235.12681486,19337348.34775413,25433787.6012514,22258486.725668453,16347288.792964684,28265438.623856276,25957753.651390065,32585053.787652515,15173808.632728375,31814226.4571058,39988210.26788694,40038846.194705315,36046598.4426796,12857587.774250694,39444898.75810866,46596583.414509594,27824743.928069547,22537573.22754236,14261651.781499248,32008148.391127184,41840306.64635611,29942697.591272857,39568339.24242337,31851732.358506463,32008148.391127184,12857587.774250694,22403857.762533523,26527642.362493023,50022004.30424159
A.5 Total Costs,104190896.12482566,115098409.19196975,83955065.4233552,82392950.39193034,94131582.8130593,86420965.59927613,108431859.38720468,31258342.756856076,92761673.30320443,149228628.06639156,88175439.14937997,68631945.19992921,85142397.97480127,137462375.29814526,62024856.75313575,105203868.60890788,92761673.30320443,54355764.74753119,110363036.94174516,99922467.84492022,139495213.52017933,117031676.7145712,67268466.33257627,80062858.44864091,186968357.08166832,144433354.3443391,77404471.7832109,34763262.75438374,80062858.44864091,46453940.45718111,105251142.62461421,89542814.51096618,85142397.97480127,75156961.93789655,96923603.35265538,66294113.011456475,102254021.29023388,60039471.119519606,84317877.34823732,56425877.743436806,68094717.76275629,92179521.75220357,40273672.383724004,128241259.34051013,123837869.82670248,136019723.41879478,121916242.37064677,60069446.30054332,80062858.44864091,101146294.81543133,113591027.72004196,69299973.72589847,123837869.82670248,80062858.44864091,99922467.84492022,148687151.83491525,53532393.93453728,30238003.502109796,146648181.41463834,34445041.55941303,66804278.02330021,40273672.383724004,111162838.60253373,61761393.1710686,109707267.37791198,77404471.7832109,87926234.28472883,117031676.7145712,53557815.768892445,60039471.119519606,107699564.31150614,51705022.39914608,89542814.51096618,137202819.23217666,62015940.60605301,53557815.768892445,68094717.76275629,40273672.383724004,89542814.51096618,77404471.7832109,89542814.51096618,155683100.12979275,107280901.43974358,117585862.45711234,27578229.96765524,79583653.4982763,91791006.21883239,93212178.51924896,62144981.11763774,138569417.5006659,81105853.85915002,60039471.119519606,155683100.12979275,27578229.96765524,109011172.63093045,80062858.44864091,125937902.45636173,95211358.64646085,104615043.72309697,101052794.97906452,65230314.72760366,66294113.011456475,33377116.55719709,66294113.011456475,70917961.72350763,101052794.97906452,60039471.119519606,111267277.73695117,50929971.20054293,113130614.77905937,80343366.05179295,66294113.011456475,96758507.80115426,107126294.4868825,62015940.60605301,57463711.61359691,40273672.383724004,74011736.27191554,63074949.230164215,36676675.840294495,115912327.79606873,40273672.383724004,40793453.093351044,79084435.94406682,40273672.383724004,30351526.042379983,27578229.96765524,65802119.25552736,58044072.09764524,100853992.44179472,71555540.28476302,40273672.383724004,80062858.44864091,82153307.47900113,60854576.45659251,102361780.81431985
